X1,X2
0.5870967741935482,4.350649350649352
1.516129032258064,4.558441558441558
2.574193548387097,4.584415584415584
3.838709677419354,4.376623376623376
4.509677419354839,3.987012987012987
4.716129032258063,3.1558441558441555
4.638709677419355,2.3766233766233764
4.638709677419355,1.4935064935064934
4.587096774193547,0.8181818181818183
4.406451612903226,0.11688311688311703
3.580645161290322,0.14285714285714324
2.419354838709678,0.11688311688311703
1.541935483870967,0.19480519480519476
0.8193548387096774,0.5064935064935066
0.5870967741935482,1.233766233766234
0.43225806451612847,1.987012987012987
0.3806451612903219,2.922077922077923
0.4064516129032256,3.3896103896103895
1.9548387096774196,3.103896103896105
2.4967741935483865,3.1558441558441555
3.090322580645161,2.896103896103897
3.348387096774193,2.5324675324675336
3.038709677419355,2.0909090909090917
2.419354838709678,2.5844155844155843
2.0838709677419356,2.454545454545455
2.1870967741935488,1.987012987012987
2.703225806451613,1.7532467532467528
2.7290322580645157,2.428571428571429
2.8580645161290317,3.233766233766234
0.5354838709677416,4.376623376623376
1.2322580645161283,4.480519480519481
1.8774193548387093,4.558441558441558
2.67741935483871,4.584415584415584
3.2451612903225797,4.506493506493507
3.7612903225806456,4.2987012987013
4.225806451612902,4.0649350649350655
4.458064516129031,3.753246753246753
4.664516129032258,3.3116883116883127
4.6903225806451605,2.7142857142857153
4.6903225806451605,2.3766233766233764
4.741935483870968,1.9610389610389607
4.716129032258063,1.4675324675324681
4.5612903225806445,1.0519480519480524
4.380645161290323,0.6623376623376629
4.148387096774194,0.45454545454545503
2.0064516129032253,2.8701298701298708
2.419354838709678,3.129870129870131
2.9870967741935477,3.1818181818181817
3.5032258064516117,2.7402597402597397
3.296774193548387,2.324675324675326
2.4709677419354836,1.90909090909091
2.0064516129032253,2.454545454545455
2.6258064516129025,2.688311688311689
3.8903225806451616,0.3506493506493511
3.425806451612903,0.3506493506493511
2.9870967741935477,0.3246753246753249
2.3935483870967733,0.48051948051948035
2.0064516129032253,0.3766233766233764
1.387096774193548,0.3766233766233764
0.8967741935483868,0.5324675324675328
0.6903225806451605,1.1298701298701301
0.5870967741935482,1.7272727272727284
0.48387096774193505,2.35064935064935
0.48387096774193505,3.025974025974026
0.43225806451612847,3.6233766233766236
0.4580645161290322,3.9610389610389607
2.0580645161290327,3.701298701298702
1.541935483870967,3.1818181818181817
1.4645161290322584,2.4805194805194812
1.8258064516129036,1.779220779220779
2.8838709677419345,1.6233766233766236
2.67741935483871,2.246753246753247
2.6516129032258053,3.5974025974025974
3.348387096774193,3.337662337662339
3.6580645161290324,2.35064935064935
3.296774193548387,1.9350649350649345
4.664516129032258,0.3506493506493511
0.5354838709677416,0.4025974025974026
0.2516129032258059,4.818181818181818
4.4322580645161285,4.532467532467534
3.838709677419354,4.688311688311689
2.961290322580645,2.662337662337663
2.2645161290322573,1.5194805194805197
